App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
7 Minute Workout,Should put timmings hard plan 2 fr completed within 7 minutes idea wen rest within exercise,Negative,-0.291666667,0.541666667
7 Minute Workout,nan,nan,nan,nan
7 Minute Workout,nan,nan,nan,nan
7 Minute Workout,Few blips audio/images great quick way stay little active,Positive,0.1225,0.49
7 Minute Workout,nan,nan,nan,nan
7 Minute Workout,I loved too much interesting easy without need go gym,Positive,0.544444444,0.711111111
7 Minute Workout,nan,nan,nan,nan
7 Minute Workout,nan,nan,nan,nan
7 Minute Workout,Just first time I feel exhausted~ good job...,Positive,0.183333333,0.544444444
7 Minute Workout,nan,nan,nan,nan
7 Minute Workout,nan,nan,nan,nan
7 Minute Workout,nan,nan,nan,nan
7 Minute Workout,nan,nan,nan,nan
7 Minute Workout,nan,nan,nan,nan
7 Minute Workout,"Great app, 7 minutes definately makes sweat!",Positive,1,0.75
7 Minute Workout,It's good want exercise,Positive,0.7,0.6
7 Minute Workout,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,"bland boring, even paid level. Not recommended till add features! Wish fields new habit section, add details, also ability colour code habits organize better perhaps category section sort habits. ie: habits improve school life, work life etc. Un-installing till things added.",Negative,-0.132575758,0.696969697
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,Minimalistic Effecient The exactly advertises. The design sleek instructions clear. I switched another complicated objective tracker (such working times week date night week) optional skip days. That Rewire - tad better management. But tired while.,Negative,-0.007142857,0.49047619
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,Wonderful This done amazing things perfectionist attitude. I used make long impossible complete lists I finish. Everyday I felt like failure. Now I list couple things I finish days finally. From time time add couple new things I'm able finish lists too. I feel free failing everyday. Thank much creating app!,Positive,0.119463869,0.636888112
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,"This worked wonders me! The problem I find I think current day bit lagged behind sometimes I get early still highlights previous day. But big issue, aside perfect! Highly recommended anyone wants track habits",Positive,0.111666667,0.413333333
7 Weeks - Habit & Goal Tracker,"Small bug I yet start really using concept seems good. I set habit start date week now, yet I'm getting daily notifications like ""you it!"". While I appreciate motivational spirit, save habit start date.",Positive,0.1625,0.3
7 Weeks - Habit & Goal Tracker,"Been using whole year almost everyday goddamn I can't without this. I write reviews often deserves praise given. Amazing app, intuitive easy use. 5/5",Positive,0.258333333,0.683333333
7 Weeks - Habit & Goal Tracker,Great concept But I also think thing front everyday.. feel like it.. like look positive way (Doing pushups) best.. target smoking anything adviced.. Maybe developers take innovative way think solution? :),Positive,0.471212121,0.699242424
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,"I like it, tried Habit Bull, Fabulous Me, etc. The interface workflow much focused, overwhelm. But thing almost habit trackers missing complement. I hope 7 Weeks among first, since I've invested bought premium version.",Positive,0.1625,0.395833333
7 Weeks - Habit & Goal Tracker,I think great app. But... Much cheaper calendar phone notebook to. I think worth money. But great concept tho. Especially people really struggle bad certain addictions. Much love app. But I'm uninstalling. Thank tho :),Positive,0.281428571,0.583809524
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,"I bought plus version, I love it! Great alternative notecard, I actively widget . Suggestions: When reach end habit (the habit-breaking time set creation habit,) says ""You've completed habit!"" forces reset it. I wish could choose continue indefinitely that, without time goal set. Also, set habit-breaking time mark lot days incomplete, end time still see ""You've completed habit!"" really true. I wish punishment incomplete days severe, maybe time goal reset, maybe something less dramatic.",Positive,0.161111111,0.544444444
7 Weeks - Habit & Goal Tracker,"Its habit tracker/habit motivation allows name make personal habit. Like I wanted upgrade clash clans buildings every morning, won't let name habit make own. So 5 stars.",Positive,0.3,0.65
7 Weeks - Habit & Goal Tracker,nan,nan,nan,nan
7 Weeks - Habit & Goal Tracker,"Completing goal gives red X, usually negative symbol. I feel good seeing all! There also seem way set goals specific days, every day. This means I'm forced break streak I take rest day, making feel bad.",Negative,-0.070833333,0.331944444
7 Weeks - Habit & Goal Tracker,Noughts crosses When achieves task assigns 'X' day 'O' missing it. Can changed? Lots crosses look like lots 'wrongs' therefore lots misses. The circles end looking positive. Why can't I choose icon? Or green circle achieved red missed?,Negative,-0.043181818,0.223863636
7 Weeks - Habit & Goal Tracker,"Its great app, simple clear. The reminders really helpful, really helping change habits. One thing I'd like would able alternate days... So yoga day, running next.",Positive,0.225,0.314434524
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,"The better pool game Google Play slightly buggy. When opponent's connection stable, suddenly says I run time even though I made shot. It also seem support push out. The timer needs b obvious runs out.",Negative,-0.013333333,0.413333333
8 Ball Pool,"Hate get cue pieces maxed cue. Really wish guys would change that. Keep getting 8 n 12 hr boxes, Cairo Delhi, n end getting 2 3 pieces I use. Complete waste time. Change n review goes back 5 stars.",Negative,-0.14,0.3
8 Ball Pool,"Games alright, bit sketchy either opponent bad connection. The pool cue power bar needs look at. It's annoying I'm trying get right amount power, suddenly starts moving angle finger moved bar.",Negative,-0.303571429,0.650595238
8 Ball Pool,Hi really like game. I tried ti purchase halloween pack twice amount got deducted bank account transaction pool showed declined.. Could u please let knw whether get pack money back?,Negative,-0.066666667,0.2
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,Worst servers Iran... From first time I tried game I acoutered message connection slow ( I tried best networks Iran ) Recently even connect game time! Please consider better servers cause many Iranians love game.,Positive,0.013636364,0.462121212
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,I previous profile however updates I lost 1.5 million coins rank! How sad frustrating! I start again! If 8 ball fix I'll give five stars.,Negative,-0.572916667,0.741666667
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,Love game I'm issues requesting gifts club advise I restarted phone closed opened even checked updates. Any help would great worked fine today,Positive,0.243333333,0.47
8 Ball Pool,So wanted enjoy game hacked death many people become boring. You pot ball back u started turn. Super fast fiber bb connection.it's badly maintained app.,Negative,-0.083333333,0.541666667
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,Really love I wish like real pool. If sink stripe break stripes. And sucks getting beat someone shooting random winning shoot full power hoping sink balls. Every pocket called. Other I love,Positive,0.140625,0.496875
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,"Really! What I think game awesome, I play table pool time. This game real life pool. People complaining control, developers fault individual fault! If know manipulate, easy. 8 pool âœŒâœŒpeace men.",Positive,0.154761905,0.504761905
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,"Sorry greedy! I love game since I started Now club created, go 1 1 different club? The game would outstanding happens I rated star get attention. Sorry",Negative,-0.132142857,0.696428571
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,Really good addictive game. Me girlfriend constantly playing downfall sometimes watch videos free money dont emd getting it. Has happened numerous times great game,Positive,0.1375,0.585416667
8 Ball Pool,Game cuts sometimes u loose turn sometimes causes match loss also spend money recharge stick whats about? I play real bca pool. A effort. B- effect,Negative,-0.092307692,0.323076923
8 Ball Pool,"I actually addicted game, seemed wierd critical times game I going win match game shuts time I get rebooted I've lost. Only time ever critical moments. I'll never play again. Promise that! The game totally rigged. Thats perfectly clear spin wheel always lands low #s. What's chances otherwise!. Rigged!",Negative,-0.091666667,0.552777778
8 Ball Pool,"I HAVE USED THE DAILY SPIN 999999 times I never got 500 coins game tells buy better spin, Same BOX's. So shame !!!! Not Fair NOT FAIR Seriously? Out many spins get nothing good ? I unlucky.",Positive,0.02962963,0.510185185
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,I 700 hundred coins I new I 300 even I winning games player backing I played I waited player back I still getting extra 50 coins winning 100. So going able play day till I build coins,Positive,0.272727273,0.446590909
8 Ball Pool,The Indian's cheat! You see. Can option choose opponents based I wish play 100 million cheating Indians permantly online.,Neutral,0,0
8 Ball Pool,"I installed trip. I thought I would wifi, I didn't. So I decided practice offline mode. Sadly, in-game money play offline, I want waste it. When I got back, I tried actual game, working fine, middle game closed itself. Did I mention takes forever load? By time I got back I already lost. This happened I lost money, I really feel like playing anymore.",Negative,-0.089393939,0.245454545
8 Ball Pool,"It made chickens eat mice. Too many convenient bugs big games. Free spins joke. Why I wait opponents response.. lots flaws. Not sure rigged, seems like",Positive,0.1625,0.572222222
8 Ball Pool,"I'd give 5 stars everytime I offer free cash, NEVER goes through. I get level requires. Still NO REWARD! I'm issue either. Several friends problem... quit offers.",Positive,0.2,0.266666667
8 Ball Pool,I enjoyed game much last 4 games ive played either taken money automatically said opponent im game take shot says ran time automatically wins. Fix problem ill rate 5 star. There many lags game like monaco lag dozens like somehow manages buy cue twice ended barely money,Negative,-0.038888889,0.418518519
8 Ball Pool,I used love gsme. Now much. I made purchase. And didnt receive purchase. Also coins csme gone without approval. This needs fixed. I spent lots money thru google play angry. If isnt fixed soon purchase coins replaced delete gsme take actions. Miniclip hsppy.,Positive,0.05,0.383333333
8 Ball Pool,Really love I wish like real pool. If sink stripe break stripes. And sucks getting beat someone shooting random winning shoot full power hoping sink balls. Every pocket called. Other I love,Positive,0.140625,0.496875
8 Ball Pool,"The spinning wheel rigged. Other dont get play people rank dont get rank up. Refund coins! They cant dissapear?? Very addictive game, entertaining. However coins finished request gifts people online appear. Do something hourly bonus something players keep playing without actually purchase coins play?",Negative,-0.260714286,0.625
8 Ball Pool,"The Best game.... want say 2 points. 1. I want say creator game add voice conversation option game, make exciting.... 2. Add option watch others game tournament playing. Some time gets bore You win quaterfinal semifinal Final match opponents 1st match. So bored felling everyone.. So I suggest add feature see others game tournament matches",Negative,-0.04,0.55
8 Ball Pool,"love new clubs...be cool club's actually prizes like stickers, shirts,cues,hats,...honesty anything would cool advertisement spread word game. game prizes like cues,big coins,mini games,chats,custom tables u challenge someone would dope. diffently need new profile pics win purchase..keep seeing lame ones. anything make custom player anything players win would major upgrade. sure must game classic... mine years.",Positive,0.140126263,0.480976431
8 Ball Pool,"Best pool game EVER, aware HACKERS. Get Credit card ready. And pay Money ,,its best money making machine creators/owners. They need Couple private Jets. Many times. You accidently push 5 million game more, Don`t want play high stakes. And I Think friends thats plan. BASTARDS",Positive,0.281,0.4065
8 Ball Pool,"The better pool game Google Play slightly buggy. When opponent's connection stable, suddenly says I run time even though I made shot. It also seem support push out. The timer needs b obvious runs out.",Negative,-0.013333333,0.413333333
8 Ball Pool,"Hate get cue pieces maxed cue. Really wish guys would change that. Keep getting 8 n 12 hr boxes, Cairo Delhi, n end getting 2 3 pieces I use. Complete waste time. Change n review goes back 5 stars.",Negative,-0.14,0.3
8 Ball Pool,"Games alright, bit sketchy either opponent bad connection. The pool cue power bar needs look at. It's annoying I'm trying get right amount power, suddenly starts moving angle finger moved bar.",Negative,-0.303571429,0.650595238
8 Ball Pool,Hi really like game. I tried ti purchase halloween pack twice amount got deducted bank account transaction pool showed declined.. Could u please let knw whether get pack money back?,Negative,-0.066666667,0.2
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,"Awesome, liked look seeing Nickatnyte playing Molt! Glad added clubs , game needed it! One thing though , players get hopes winning big daily spin ... It's rigged get low prizes",Positive,0.28125,0.54375
8 Ball Pool,"I really enjoy playing. Great graphics. Never problem connection issues cheats. However spin wheel never lands anything 250. Wish lower levels option guidelines call pockets, hate losing Opponent slop shots",Positive,0.133333333,0.716666667
8 Ball Pool,The free spins joke. There 4 slots 250 lower always lands 4 16. Odds say control u spend money. Seems like play tons bots. Wheres Americans?,Positive,0.4,0.8
8 Ball Pool,"Really! What I think game awesome, I play table pool time. This game real life pool. People complaining control, developers fault individual fault! If know manipulate, easy. 8 pool âœŒâœŒpeace men.",Positive,0.154761905,0.504761905
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,Worst servers Iran... From first time I tried game I acoutered message connection slow ( I tried best networks Iran ) Recently even connect game time! Please consider better servers cause many Iranians love game.,Positive,0.013636364,0.462121212
8 Ball Pool,"Funny game never see cue battery inside. You earn upgrades pay coins, stupid. But recharge cue u using stupid thing.back star keep asking rate game stil nothing improved. call pocket game. pot ball wrong pocket ball hand opponent lose turn",Negative,-0.435714286,0.728571429
8 Ball Pool,I previous profile however updates I lost 1.5 million coins rank! How sad frustrating! I start again! If 8 ball fix I'll give five stars.,Negative,-0.572916667,0.741666667
8 Ball Pool,"I love game. Just thing want review, regarding account deactivation, reset delete. You made complicated. If available game setting b awesome last thing regarding name change. Eventhought change name facebook miniclip account still nothing change game us option that. If could fix rate 5 stars. I sure whether really look problem beginning itself. Anyway thankyou team.",Positive,0.09,0.535555556
8 Ball Pool,Takes money different rates 11700 coins. I went 2500 game lost round come moneys gone. Also offers get coins dont get them. Fix glitch idiots want coins back,Negative,-0.216666667,0.366666667
8 Ball Pool,"Great game. Use play mini clip years ago. Took star I cant block people play poorly. Ie purposely scratching break, scratching cause dont shot. Dont play like bitch.",Neutral,0,0.583333333
8 Ball Pool,"I've played pool games can, stands alone. You buy anything, progress faster IF choose to. The ONLY thing I would improve game is, bigger, bonuses. You know time, get get it. The new CLUB addition work fine addition game. Definitely pool games get addicted to. I am!!!!!!",Negative,-0.155871212,0.544318182
8 Ball Pool,"Sorry greedy! I love game since I started Now club created, go 1 1 different club? The game would outstanding happens I rated star get attention. Sorry",Negative,-0.132142857,0.696428571
8 Ball Pool,"The game getting better, slowly. I still never got back 50 million coins lost due hacker affected everyone back. And designers still made option turn off/on daily deals, post fb, play someone new. Those popups seem keep happening frequently gets annoying. A lot people would agree on/off option those.",Negative,-0.088863636,0.332954545
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,Love game I'm issues requesting gifts club advise I restarted phone closed opened even checked updates. Any help would great worked fine today,Positive,0.243333333,0.47
8 Ball Pool,So wanted enjoy game hacked death many people become boring. You pot ball back u started turn. Super fast fiber bb connection.it's badly maintained app.,Negative,-0.083333333,0.541666667
8 Ball Pool,Really good addictive game. Me girlfriend constantly playing downfall sometimes watch videos free money dont emd getting it. Has happened numerous times great game,Positive,0.1375,0.585416667
8 Ball Pool,"It's good game. The spin win wheel definitely rigged. The highest I ever gotten 500 coins. Also, I used wait 15 seconds open Pro box, I wait 3 hours. I'm disappointed situations.",Positive,0.058333333,0.525
8 Ball Pool,Game cuts sometimes u loose turn sometimes causes match loss also spend money recharge stick whats about? I play real bca pool. A effort. B- effect,Negative,-0.092307692,0.323076923
8 Ball Pool,"I actually addicted game, seemed wierd critical times game I going win match game shuts time I get rebooted I've lost. Only time ever critical moments. I'll never play again. Promise that! The game totally rigged. Thats perfectly clear spin wheel always lands low #s. What's chances otherwise!. Rigged!",Negative,-0.091666667,0.552777778
8 Ball Pool,"I HAVE USED THE DAILY SPIN 999999 times I never got 500 coins game tells buy better spin, Same BOX's. So shame !!!! Not Fair NOT FAIR Seriously? Out many spins get nothing good ? I unlucky.",Positive,0.02962963,0.510185185
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,I 700 hundred coins I new I 300 even I winning games player backing I played I waited player back I still getting extra 50 coins winning 100. So going able play day till I build coins,Positive,0.272727273,0.446590909
8 Ball Pool,The Indian's cheat! You see. Can option choose opponents based I wish play 100 million cheating Indians permantly online.,Neutral,0,0
8 Ball Pool,"I installed trip. I thought I would wifi, I didn't. So I decided practice offline mode. Sadly, in-game money play offline, I want waste it. When I got back, I tried actual game, working fine, middle game closed itself. Did I mention takes forever load? By time I got back I already lost. This happened I lost money, I really feel like playing anymore.",Negative,-0.089393939,0.245454545
8 Ball Pool,"It made chickens eat mice. Too many convenient bugs big games. Free spins joke. Why I wait opponents response.. lots flaws. Not sure rigged, seems like",Positive,0.1625,0.572222222
8 Ball Pool,"I'd give 5 stars everytime I offer free cash, NEVER goes through. I get level requires. Still NO REWARD! I'm issue either. Several friends problem... quit offers.",Positive,0.2,0.266666667
8 Ball Pool,I enjoyed game much last 4 games ive played either taken money automatically said opponent im game take shot says ran time automatically wins. Fix problem ill rate 5 star. There many lags game like monaco lag dozens like somehow manages buy cue twice ended barely money,Negative,-0.038888889,0.418518519
8 Ball Pool,I used love gsme. Now much. I made purchase. And didnt receive purchase. Also coins csme gone without approval. This needs fixed. I spent lots money thru google play angry. If isnt fixed soon purchase coins replaced delete gsme take actions. Miniclip hsppy.,Positive,0.05,0.383333333
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,"The spinning wheel rigged. Other dont get play people rank dont get rank up. Refund coins! They cant dissapear?? Very addictive game, entertaining. However coins finished request gifts people online appear. Do something hourly bonus something players keep playing without actually purchase coins play?",Negative,-0.260714286,0.625
8 Ball Pool,"The Best game.... want say 2 points. 1. I want say creator game add voice conversation option game, make exciting.... 2. Add option watch others game tournament playing. Some time gets bore You win quaterfinal semifinal Final match opponents 1st match. So bored felling everyone.. So I suggest add feature see others game tournament matches",Negative,-0.04,0.55
8 Ball Pool,"love new clubs...be cool club's actually prizes like stickers, shirts,cues,hats,...honesty anything would cool advertisement spread word game. game prizes like cues,big coins,mini games,chats,custom tables u challenge someone would dope. diffently need new profile pics win purchase..keep seeing lame ones. anything make custom player anything players win would major upgrade. sure must game classic... mine years.",Positive,0.140126263,0.480976431
8 Ball Pool,"Best pool game EVER, aware HACKERS. Get Credit card ready. And pay Money ,,its best money making machine creators/owners. They need Couple private Jets. Many times. You accidently push 5 million game more, Don`t want play high stakes. And I Think friends thats plan. BASTARDS",Positive,0.281,0.4065
8 Ball Pool,"The better pool game Google Play slightly buggy. When opponent's connection stable, suddenly says I run time even though I made shot. It also seem support push out. The timer needs b obvious runs out.",Negative,-0.013333333,0.413333333
8 Ball Pool,"Hate get cue pieces maxed cue. Really wish guys would change that. Keep getting 8 n 12 hr boxes, Cairo Delhi, n end getting 2 3 pieces I use. Complete waste time. Change n review goes back 5 stars.",Negative,-0.14,0.3
8 Ball Pool,"Games alright, bit sketchy either opponent bad connection. The pool cue power bar needs look at. It's annoying I'm trying get right amount power, suddenly starts moving angle finger moved bar.",Negative,-0.303571429,0.650595238
8 Ball Pool,Hi really like game. I tried ti purchase halloween pack twice amount got deducted bank account transaction pool showed declined.. Could u please let knw whether get pack money back?,Negative,-0.066666667,0.2
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,"Awesome, liked look seeing Nickatnyte playing Molt! Glad added clubs , game needed it! One thing though , players get hopes winning big daily spin ... It's rigged get low prizes",Positive,0.28125,0.54375
8 Ball Pool,"I really enjoy playing. Great graphics. Never problem connection issues cheats. However spin wheel never lands anything 250. Wish lower levels option guidelines call pockets, hate losing Opponent slop shots",Positive,0.133333333,0.716666667
8 Ball Pool,The free spins joke. There 4 slots 250 lower always lands 4 16. Odds say control u spend money. Seems like play tons bots. Wheres Americans?,Positive,0.4,0.8
8 Ball Pool,"Really! What I think game awesome, I play table pool time. This game real life pool. People complaining control, developers fault individual fault! If know manipulate, easy. 8 pool âœŒâœŒpeace men.",Positive,0.154761905,0.504761905
8 Ball Pool,"I actually addicted game, seemed wierd critical times game I going win match game shuts time I get rebooted I've lost. Only time ever critical moments. I'll never play again. Promise that! The game totally rigged. Thats perfectly clear spin wheel always lands low #s. What's chances otherwise!. Rigged!",Negative,-0.091666667,0.552777778
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,Worst servers Iran... From first time I tried game I acoutered message connection slow ( I tried best networks Iran ) Recently even connect game time! Please consider better servers cause many Iranians love game.,Positive,0.013636364,0.462121212
8 Ball Pool,"Funny game never see cue battery inside. You earn upgrades pay coins, stupid. But recharge cue u using stupid thing.back star keep asking rate game stil nothing improved. call pocket game. pot ball wrong pocket ball hand opponent lose turn",Negative,-0.435714286,0.728571429
8 Ball Pool,I previous profile however updates I lost 1.5 million coins rank! How sad frustrating! I start again! If 8 ball fix I'll give five stars.,Negative,-0.572916667,0.741666667
8 Ball Pool,"I love game. Just thing want review, regarding account deactivation, reset delete. You made complicated. If available game setting b awesome last thing regarding name change. Eventhought change name facebook miniclip account still nothing change game us option that. If could fix rate 5 stars. I sure whether really look problem beginning itself. Anyway thankyou team.",Positive,0.09,0.535555556
8 Ball Pool,Takes money different rates 11700 coins. I went 2500 game lost round come moneys gone. Also offers get coins dont get them. Fix glitch idiots want coins back,Negative,-0.216666667,0.366666667
8 Ball Pool,"Great game. Use play mini clip years ago. Took star I cant block people play poorly. Ie purposely scratching break, scratching cause dont shot. Dont play like bitch.",Neutral,0,0.583333333
8 Ball Pool,"I've played pool games can, stands alone. You buy anything, progress faster IF choose to. The ONLY thing I would improve game is, bigger, bonuses. You know time, get get it. The new CLUB addition work fine addition game. Definitely pool games get addicted to. I am!!!!!!",Negative,-0.155871212,0.544318182
8 Ball Pool,"Sorry greedy! I love game since I started Now club created, go 1 1 different club? The game would outstanding happens I rated star get attention. Sorry",Negative,-0.132142857,0.696428571
8 Ball Pool,"The game getting better, slowly. I still never got back 50 million coins lost due hacker affected everyone back. And designers still made option turn off/on daily deals, post fb, play someone new. Those popups seem keep happening frequently gets annoying. A lot people would agree on/off option those.",Negative,-0.088863636,0.332954545
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,Love game I'm issues requesting gifts club advise I restarted phone closed opened even checked updates. Any help would great worked fine today,Positive,0.243333333,0.47
8 Ball Pool,So wanted enjoy game hacked death many people become boring. You pot ball back u started turn. Super fast fiber bb connection.it's badly maintained app.,Negative,-0.083333333,0.541666667
8 Ball Pool,Really good addictive game. Me girlfriend constantly playing downfall sometimes watch videos free money dont emd getting it. Has happened numerous times great game,Positive,0.1375,0.585416667
8 Ball Pool,"It's good game. The spin win wheel definitely rigged. The highest I ever gotten 500 coins. Also, I used wait 15 seconds open Pro box, I wait 3 hours. I'm disappointed situations.",Positive,0.058333333,0.525
8 Ball Pool,Game cuts sometimes u loose turn sometimes causes match loss also spend money recharge stick whats about? I play real bca pool. A effort. B- effect,Negative,-0.092307692,0.323076923
8 Ball Pool,"I HAVE USED THE DAILY SPIN 999999 times I never got 500 coins game tells buy better spin, Same BOX's. So shame !!!! Not Fair NOT FAIR Seriously? Out many spins get nothing good ? I unlucky.",Positive,0.02962963,0.510185185
8 Ball Pool,nan,nan,nan,nan
8 Ball Pool,I 700 hundred coins I new I 300 even I winning games player backing I played I waited player back I still getting extra 50 coins winning 100. So going able play day till I build coins,Positive,0.272727273,0.446590909
8 Ball Pool,The Indian's cheat! You see. Can option choose opponents based I wish play 100 million cheating Indians permantly online.,Neutral,0,0
8 Ball Pool,"I installed trip. I thought I would wifi, I didn't. So I decided practice offline mode. Sadly, in-game money play offline, I want waste it. When I got back, I tried actual game, working fine, middle game closed itself. Did I mention takes forever load? By time I got back I already lost. This happened I lost money, I really feel like playing anymore.",Negative,-0.089393939,0.245454545
8 Ball Pool,"It made chickens eat mice. Too many convenient bugs big games. Free spins joke. Why I wait opponents response.. lots flaws. Not sure rigged, seems like",Positive,0.1625,0.572222222
8 Ball Pool,"I'd give 5 stars everytime I offer free cash, NEVER goes through. I get level requires. Still NO REWARD! I'm issue either. Several friends problem... quit offers.",Positive,0.2,0.266666667
8 Ball Pool,I enjoyed game much last 4 games ive played either taken money automatically said opponent im game take shot says ran time automatically wins. Fix problem ill rate 5 star. There many lags game like monaco lag dozens like somehow manages buy cue twice ended barely money,Negative,-0.038888889,0.418518519
8 Ball Pool,I know deal is. Phone shuts turns back I'm playing game. Keeps happening. While I'm playing big money games. Other I like game.,Negative,-0.185,0.255
8 Ball Pool,I used love gsme. Now much. I made purchase. And didnt receive purchase. Also coins csme gone without approval. This needs fixed. I spent lots money thru google play angry. If isnt fixed soon purchase coins replaced delete gsme take actions. Miniclip hsppy.,Positive,0.05,0.383333333
8 Ball Pool,"The spinning wheel rigged. Other dont get play people rank dont get rank up. Refund coins! They cant dissapear?? Very addictive game, entertaining. However coins finished request gifts people online appear. D... Full Review",Negative,-0.210714286,0.689285714
8 Ball Pool,"The Best game.... want say 2 points. 1. I want say creator game add voice conversation option game, make exciting.... 2. Add option watch others game tournament playing. Some time gets bore You win quaterfinal semifinal Final match opponents 1st match. So bored felling everyone.. So I suggest add feature see others game tournament matches",Negative,-0.04,0.55
8 Ball Pool,"love new clubs...be cool club's actually prizes like stickers, shirts,cues,hats,...honesty anything would cool advertisement spread word game. game prizes like cues,big coins,mini games,chats,custom tables u challenge someone would dope. diffently need new profile pics win purchase..keep seeing lame ones. anything make custom player anything players win would major upgrade. sure must game classic... mine years.",Positive,0.140126263,0.480976431
